Country Code,Value
ABW,0.0173546097309
AFG,0.00294430678645
AGO,0.00580456576866
AIA,0.0460992907801
ALB,0.0700597130453
AND,0.0169880952381
ANT,0.0196966666667
ARE,0.00456227026608
ARG,0.0159293664755
ARM,0.0239147574124
ASM,0.0011402705551
ATG,0.00214399336054
AUS,0.0249332651786
AUT,0.105485923218
AZE,0.0127119705493
BDI,0.000410823474972
BEL,0.127109487648
BEN,0.000626766092352
BFA,0.000250710958279
BGD,0.000400074394788
BGR,0.017391626689
BHR,0.0296068855995
BHS,0.0105702640909
BIH,0.00282374727669
BLR,0.00187475477543
BLZ,0.00753842338533
BMU,0.00567582039318
BOL,0.0288613587968
BRA,0.133565883767
BRB,0.0493360825897
BRN,0.0089310350938
BTN,0.0107137702955
BWA,0.00103680714648
CAF,0.000203511838259
CAN,0.147530449241
CHE,0.0830443213296
CHL,0.0709159309852
CHN,4.10129288956e-05
CIV,0.00128592334662
CMR,0.000653203206837
COD,0.000377698039801
COG,0.000525809064843
COK,0.114550215074
COL,0.01474086629
COM,0.000712432134698
CPV,0.00237683792089
CRI,0.365491937948
CUB,0.000198021535499
CYM,0.0142082674497
CYP,0.125748519285
CZE,0.00323654066438
DEU,0.0566582777783
DJI,0.00347049672666
DMA,0.000329611470479
DNK,0.0177377826404
DOM,0.00675948798334
DZA,0.00700615020148
ECU,0.0163069023261
EGY,0.0100752102576
ERI,0.000103746186767
ESH,0.0219077829221
ESP,0.084478564609
EST,0.0893995368542
ETH,4.81857946073e-05
FIN,0.00937070938215
FJI,0.00197606574557
FLK,0.00265352539803
FRA,0.211261885794
FRO,0.00277846893921
FSM,0.00970215768559
GAB,0.00405564130192
GBR,0.269531011735
GEO,0.00559460043197
GHA,3.16353790029e-05
GIB,0.0413857409267
GIN,0.000213870074898
GLP,0.103203160271
GMB,0.000364034405017
GNB,0.00092452620428
GNQ,0.000281773676624
GRC,0.191982454545
GRD,0.000834740024857
GRL,0.000390243902439
GTM,0.0080826895658
GUM,0.00397846358514
GUY,0.0178119564027
HKG,0.0331684903473
HND,0.00507120984453
HRV,0.0177694217983
HTI,0.000507206813941
HUN,0.000819475055099
IDN,0.00585602218087
IND,0.00201945683062
IRL,0.085122445417
IRN,0.000329796043591
IRQ,0.00710366021656
ISL,0.0180796995889
ISR,0.00843569846825
ITA,0.0881016258314
JAM,0.00771696862075
JOR,0.00692186852523
JPN,0.000831657343976
KAZ,0.0114808996089
KEN,0.0703116466965
KGZ,0.000757552150956
KHM,0.000441825196075
KIR,4.32278214259e-05
KNA,1.95564594986e-05
KOR,0.0136950183885
KWT,0.00228422319202
LAO,0.000412049819084
LBN,0.00763760327563
LBR,1.16686874301e-05
LBY,0.00551748878813
LCA,0.000130498005245
LIE,0.00354285714286
LKA,0.00313061407949
LSO,6.25145867369e-06
LTU,0.0126009565764
LUX,0.0670059372349
LVA,0.0082634157646
MAC,6.01071242526e-05
MAR,0.018365385121
MCO,0.085393599272
MDA,0.00287395929695
MDG,0.000724420308691
MDV,0.0652268419057
MEX,0.0170622880441
MHL,0.00194354606052
MKD,0.0117044417527
MLI,0.000240063425453
MLT,0.12970719603
MMR,0.00156845421422
MNE,0.00122538358856
MNG,0.000903166200074
MNP,0.000204146020081
MOZ,0.000652994220552
MRT,0.00234410588257
MSR,0.000428219676694
MUS,0.0777101376705
MWI,0.000169477261693
MYS,0.00151966089578
NAM,0.00251964908143
NCL,0.420501261005
NER,6.4616607186e-05
NGA,6.20714285714e-05
NIC,0.0022975592769
NLD,0.0269892460198
NOR,0.0499975045666
NPL,0.000935933217675
NRU,0.0124192747144
NZL,0.0823304784707
OMN,0.000798930625798
PAK,0.000485741175781
PAN,0.00457123455878
PER,0.0534613247606
PHL,0.00490775907234
PLW,0.00261214648114
PNG,0.000207436208831
POL,0.0287457402597
PRI,0.0166362323547
PRK,9.25272181687e-06
PRT,0.0340795241664
PRY,0.00829931161904
PSE,0.214975789474
PYF,0.254834833725
QAT,0.0207093133046
REU,0.126627522048
ROU,0.017525075278
RUS,0.0112534434479
RWA,8.32129158023e-06
SAU,0.00319869098814
SDN,0.00109682857143
SEN,0.0416106073299
SGP,0.00785523462855
SHN,0.0451742627346
SLB,5.00717098416e-05
SLE,0.000164515855382
SLV,0.00367296181931
SMR,0.00670330717667
SOM,1.69098437343e-05
SPM,0.205219623503
SRB,0.00205545466093
SSD,8.23195718414e-06
STP,0.0135204313797
SUR,0.00504028780774
SVK,0.000661044912924
SVN,0.0107713004484
SWE,0.0510173569018
SWZ,0.000181677056477
SYC,0.000781073126556
SYR,0.00797590425491
TCA,0.0168320684958
TCD,4.07835603176e-05
TGO,0.000302706490534
THA,0.000187913160778
TJK,0.000594858970744
TKM,1.8215245918e-06
TLS,0.000204395366461
TON,0.000163158753467
TTO,0.00783046025697
TUN,0.0107697356461
TUR,0.00377643230779
TUV,0.0963521772345
TWN,0.000277011165708
TZA,0.000236985293091
UGA,0.0305742005029
UKR,0.0365264831051
URY,0.0934771354616
USA,0.0583989646513
UZB,0.0017381560108
VAT,0.0879478827362
VCT,3.83814540814e-05
VEN,0.00663973427398
VGB,0.159963184538
VNM,8.88679198309e-06
VUT,0.00367859464144
WLF,0.0013728549142
WSM,0.00269269430888
XKX,0.00613611111111
YEM,0.00118482963509
ZAF,0.0266007959184
ZMB,0.00031507458412
ZWE,0.00385315060103
